Agent_Size,Program,Success_Rate,Solution_Cost,Runtime,Map_Name
100,PIBT,0.96,2912.1666666666665,0.0814204216003417,random_32_32_10
200,PIBT,0.8,6873.1,0.1600624203681945,random_32_32_10
300,PIBT,0.48,12344.666666666666,0.2896722356478373,random_32_32_10
400,PIBT,0.36,19839.222222222223,0.4714141421847873,random_32_32_10
