Agent_Size,Program,Success_Rate,Solution_Cost,Runtime,Map_Name
100,PIBT,1.0,2788.52,0.0790033435821532,empty_32_32
200,PIBT,1.0,6384.48,0.1647380924224853,empty_32_32
300,PIBT,1.0,10778.08,0.2504084777832031,empty_32_32
400,PIBT,1.0,16219.4,0.3787363624572754,empty_32_32
500,PIBT,1.0,23629.72,0.6296828269958497,empty_32_32
