Agent_Size,Program,Success_Rate,Solution_Cost,Runtime,Map_Name
100,PIBT,0.56,6536.928571428572,0.1616427046912057,maze_32_32_4
200,PIBT,0.28,19635.85714285714,0.5614089284624372,maze_32_32_4
300,PIBT,0.0,,,maze_32_32_4
