Agent_Size,Program,Success_Rate,Solution_Cost,Runtime,Map_Name
100,PIBT,0.16,10548.5,0.3415517210960388,warehouse_10_20_10_2_1
200,PIBT,0.0,,,warehouse_10_20_10_2_1
300,PIBT,0.0,,,warehouse_10_20_10_2_1
400,PIBT,0.0,,,warehouse_10_20_10_2_1
500,PIBT,0.0,,,warehouse_10_20_10_2_1
600,PIBT,0.0,,,warehouse_10_20_10_2_1
700,PIBT,0.0,,,warehouse_10_20_10_2_1
800,PIBT,0.0,,,warehouse_10_20_10_2_1
900,PIBT,0.0,,,warehouse_10_20_10_2_1
1000,PIBT,0.0,,,warehouse_10_20_10_2_1
